Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],Secchi Depth [m]:METAVAR:FLOAT,PRES [db],TEMP [deg C],PSAL [psu],DOXY [ml/l],PHOS [umol/l],TPHS [umol/l],SLCA [umol/l],NTRA [umol/l],NTRI [umol/l],AMON [umol/l],NTOT [umol/l],H2SX [umol/l],PHPH [],ALKY [meq/l],CPHL [ug/l]
67BC,195,B,2008-05-14T18:51,56.0832,19.2392,116,,70,5.32,9.71,1.16,,,,,,,,,,,
67BC,195,B,2008-05-14T18:51,56.0832,19.2392,116,,80,5.65,10.44,0.63,,,,,,,,,,,
67BC,195,B,2008-05-14T18:51,56.0832,19.2392,116,,90,6.25,11.16,2.31,,,,,,,,,,,
67BC,195,B,2008-05-14T18:51,56.0832,19.2392,116,,100,6.38,11.47,2.55,,,,,,,,,,,
67BC,195,B,2008-05-14T18:51,56.0832,19.2392,116,,110,6.55,11.62,,,,,,,,,,,,
67BC,195,B,2008-05-14T18:51,56.0832,19.2392,116,,115.8,6.55,11.62,2.94,,,,,,,,,,,
67BC,399,B,2008-10-07T19:23,56.0812,19.2370,115,,0,12.83,7.30,7.11,,,,,,,,,,,
67BC,399,B,2008-10-07T19:23,56.0812,19.2370,115,,10,12.83,7.29,7.10,,,,,,,,,,,
67BC,399,B,2008-10-07T19:23,56.0812,19.2370,115,,20,12.66,7.28,7.08,,,,,,,,,,,
67BC,399,B,2008-10-07T19:23,56.0812,19.2370,115,,30,12.57,7.27,7.00,,,,,,,,,,,
67BC,399,B,2008-10-07T19:23,56.0812,19.2370,115,,40,5.83,7.39,6.65,,,,,,,,,,,
67BC,399,B,2008-10-07T19:23,56.0812,19.2370,115,,50,4.81,7.74,5.77,,,,,,,,,,,
67BC,399,B,2008-10-07T19:23,56.0812,19.2370,115,,60,4.81,8.14,4.40,,,,,,,,,,,
67BC,399,B,2008-10-07T19:23,56.0812,19.2370,115,,70,5.09,8.87,2.70,,,,,,,,,,,
67BC,399,B,2008-10-07T19:23,56.0812,19.2370,115,,80,6.34,11.05,1.52,,,,,,,,,,,
67BC,399,B,2008-10-07T19:23,56.0812,19.2370,115,,90,6.48,11.50,,,,,,,,,,,,
67BC,399,B,2008-10-07T19:23,56.0812,19.2370,115,,100,6.66,11.79,2.21,,,,,,,,,,,
67BC,399,B,2008-10-07T19:23,56.0812,19.2370,115,,110,7.59,11.99,,,,,,,,,,,,
67BC,399,B,2008-10-07T19:23,56.0812,19.2370,115,,115.33,7.62,11.99,2.32,,,,,,,,,,,
67BC,BY9,B,2009-09-25T08:41,56.0860,19.2407,116,,0,15.89,7.07,6.53,,,,,,,,,,,
67BC,BY9,B,2009-09-25T08:41,56.0860,19.2407,116,,10,15.91,7.07,6.53,,,,,,,,,,,
67BC,BY9,B,2009-09-25T08:41,56.0860,19.2407,116,,20,15.90,7.07,6.53,,,,,,,,,,,
67BC,BY9,B,2009-09-25T08:41,56.0860,19.2407,116,,30,15.30,7.07,6.48,,,,,,,,,,,
67BC,BY9,B,2009-09-25T08:41,56.0860,19.2407,116,,40,4.66,7.45,6.84,,,,,,,,,,,
67BC,BY9,B,2009-09-25T08:41,56.0860,19.2407,116,,50,3.88,7.54,7.04,,,,,,,,,,,
67BC,BY9,B,2009-09-25T08:41,56.0860,19.2407,116,,61,3.72,7.72,6.57,,,,,,,,,,,
67BC,BY9,B,2009-09-25T08:41,56.0860,19.2407,116,,71,4.45,8.39,4.49,,,,,,,,,,,
67BC,BY9,B,2009-09-25T08:41,56.0860,19.2407,116,,81,5.36,9.59,2.16,,,,,,,,,,,
67BC,BY9,B,2009-09-25T08:41,56.0860,19.2407,116,,91,5.90,10.39,1.63,,,,,,,,,,,
67BC,BY9,B,2009-09-25T08:41,56.0860,19.2407,116,,101,6.01,10.54,1.11,,,,,,,,,,,
67BC,BY9,B,2009-09-25T08:41,56.0860,19.2407,116,,111,6.13,10.76,0.96,,,,,,,,,,,
67BC,BY9,B,2009-09-25T08:41,56.0860,19.2407,116,,117.22,6.14,10.78,0.92,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,3,3.222,7.494,10.16,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,5,3.220,7.369,10.15,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,10,3.219,7.305,10.41,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,15,3.219,7.306,10.42,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,20,3.218,7.306,10.43,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,25,3.216,7.306,10.43,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,30,3.217,7.306,10.42,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,35,3.223,7.307,10.41,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,40,3.232,7.310,10.39,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,45,3.236,7.310,10.37,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,50,3.246,7.315,10.34,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,56,3.284,7.340,10.27,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,61,3.321,7.367,10.17,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,66,3.329,7.401,10.05,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,71,3.260,7.593,9.76,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,76,4.571,9.057,6.45,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,81,5.319,10.110,3.58,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,86,5.586,10.483,2.81,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,91,5.624,10.530,2.71,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,96,5.658,10.590,2.54,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,101,5.685,10.636,2.40,,,,,,,,,,,
RUNT,51,B,2000-02-25T08:55,56.1348,19.3278,105,,104,5.733,10.692,2.31,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,0,19.60,6.98,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,10,19.50,6.98,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,15,18.17,6.98,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,20,17.81,6.98,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,21,17.79,,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,22,15.80,,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,23,10.91,,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,24,9.70,,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,25,8.91,7.03,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,26,8.48,,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,27,8.09,,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,40,5.20,7.20,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,61,4.12,7.29,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,81,4.19,9.11,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,101,5.74,11.20,,,,,,,,,,,,
90HI,65,B,1939-08-11T00:00,56.15,19.37,,,126,4.78,11.80,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,3,7.13,7.88,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,5,7.07,7.88,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,10,6.55,7.90,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,15,6.38,7.90,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,20,4.82,7.93,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,25,4.19,7.93,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,30,2.96,7.94,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,35,2.30,7.96,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,40,2.30,7.98,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,45,2.32,7.99,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,50,2.00,8.01,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,55,1.51,8.06,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,60,1.14,8.12,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,65,1.08,8.21,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,70,2.72,9.09,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,75,3.90,9.93,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,80,4.10,10.51,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,85,4.21,10.78,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,90,4.85,11.03,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,95,5.00,11.30,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,100,5.20,11.46,,,,,,,,,,,,
90A5,101,B,1979-05-30T09:05,56.1167,19.2583,,,104,5.18,11.57,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,2,13.56,7.91,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,5,11.91,7.88,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,10,7.12,7.81,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,15,6.21,7.83,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,20,5.79,7.96,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,25,4.15,7.97,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,30,2.60,8.02,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,35,2.42,8.05,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,40,2.45,8.08,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,45,2.31,8.10,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,50,2.33,8.14,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,55,2.32,8.17,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,60,2.30,8.21,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,65,2.32,8.67,,,,,,,,,,,,
90A5,135,B,1980-06-11T13:50,56.1300,19.2600,,,67.5,2.58,8.92,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,3,15.95,7.72,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,5,15.94,7.72,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,10,15.94,7.71,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,15,15.95,7.71,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,20,15.93,7.72,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,25,10.53,7.84,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,30,5.03,7.98,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,35,3.00,8.03,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,40,2.72,8.05,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,45,2.57,8.07,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,50,2.51,8.11,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,55,2.36,8.12,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,60,2.20,8.20,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,65,2.17,8.33,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,70,2.51,8.86,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,75,3.11,9.76,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,80,3.92,10.32,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,85,3.98,10.96,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,90,4.01,11.35,,,,,,,,,,,,
90A5,35,B,1980-08-11T21:25,56.1283,19.2617,,,91.5,3.85,11.39,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,1,1.03,7.61,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,5,1.04,7.61,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,10,1.03,7.61,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,15,1.03,7.61,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,20,1.03,7.61,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,25,1.03,7.61,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,30,1.03,7.61,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,35,1.02,7.61,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,40,1.02,7.61,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,45,1.02,7.61,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,50,1.01,7.61,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,55,0.99,7.62,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,60,0.93,7.63,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,65,0.91,7.63,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,70,0.93,7.66,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,75,2.39,8.39,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,80,3.47,9.12,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,85,4.00,9.94,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,90,4.22,10.30,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,95,4.28,10.38,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,100,4.32,10.51,,,,,,,,,,,,
90LW,124,B,1986-04-02T13:27,56.1633,19.3717,100,,100.5,4.32,10.53,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,2,1.05,7.60,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,5,1.05,7.60,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,10,1.05,7.60,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,15,1.05,7.60,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,20,1.05,7.60,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,25,1.05,7.61,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,30,1.05,7.61,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,35,1.05,7.62,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,40,1.07,7.65,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,45,1.06,7.65,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,50,1.06,7.65,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,55,1.05,7.65,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,60,1.04,7.66,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,65,1.04,7.67,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,70,1.56,7.96,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,75,2.75,8.53,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,80,3.61,9.27,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,85,3.89,9.67,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,90,4.07,10.01,,,,,,,,,,,,
90LW,125,B,1986-04-02T14:41,56.0967,19.2833,92,,91.5,4.09,10.04,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,1,6.82,7.60,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,5,6.84,7.62,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,10,6.87,7.62,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,15,6.88,7.62,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,20,6.90,7.63,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,25,6.96,7.64,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,30,6.97,7.63,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,35,6.95,7.63,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,40,7.04,7.64,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,45,7.01,7.64,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,50,7.06,7.64,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,55,7.06,7.64,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,60,7.06,7.64,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,65,7.08,7.65,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,70,7.02,7.79,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,75,6.17,8.55,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,80,5.83,8.77,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,85,5.69,9.04,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,90,5.67,9.15,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,95,5.86,9.38,,,,,,,,,,,,
90LW,278,B,1989-12-11T06:22,56.0983,19.2650,,,99,5.85,9.54,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,1,7.05,7.61,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,5,7.06,7.64,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,10,7.06,7.64,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,15,7.07,7.64,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,20,7.07,7.64,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,25,7.08,7.64,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,30,7.07,7.64,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,35,7.07,7.65,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,40,7.07,7.64,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,45,7.07,7.64,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,50,7.07,7.64,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,55,7.07,7.65,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,60,7.07,7.65,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,65,7.06,7.65,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,70,6.96,7.82,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,75,5.86,8.65,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,80,5.85,8.93,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,85,5.75,8.95,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,90,5.73,9.02,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,95,5.72,9.25,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,100,5.75,9.33,,,,,,,,,,,,
90LW,280,B,1989-12-11T08:17,56.1733,19.3350,,,105,5.89,9.45,,,,,,,,,,,,
77SK,26,B,1958-02-14T17:00,56.1170,19.3167,85,,0.00,2.92,7.74,8.90,0.08,,,,,,,,8.15,1.480,
77SK,26,B,1958-02-14T17:00,56.1170,19.3167,85,,10.09,2.87,7.73,,0.09,,,,,,,,8.12,,
77SK,26,B,1958-02-14T17:00,56.1170,19.3167,85,,20.18,2.89,7.73,8.82,0.09,,,,,,,,8.16,1.470,
77SK,26,B,1958-02-14T17:00,56.1170,19.3167,85,,30.27,2.89,7.73,,0.09,,,,,,,,8.14,,
77SK,26,B,1958-02-14T17:00,56.1170,19.3167,85,,40.37,2.87,7.74,,,,,,,,,,8.03,,
77SK,26,B,1958-02-14T17:00,56.1170,19.3167,85,,50.46,2.85,7.73,8.88,,,,,,,,,8.13,1.480,
77SK,26,B,1958-02-14T17:00,56.1170,19.3167,85,,60.55,2.97,7.75,,0.10,,,,,,,,8.12,,
77SK,26,B,1958-02-14T17:00,56.1170,19.3167,85,,70.65,3.10,7.77,8.60,,,,,,,,,7.92,1.490,
77SK,26,B,1958-02-14T17:00,56.1170,19.3167,85,,80.74,4.15,9.42,4.11,0.14,,,,,,,,,1.610,
77SK,118,B,1958-07-26T07:00,56.1170,19.3167,124,,0.00,13.06,7.43,,0.16,,,,,,,,8.19,,
77SK,118,B,1958-07-26T07:00,56.1170,19.3167,124,,10.09,12.97,7.44,,,,,,,,,,8.13,,
77SK,118,B,1958-07-26T07:00,56.1170,19.3167,124,,20.18,11.22,7.47,7.47,0.12,,,,,,,,8.18,,
77SK,118,B,1958-07-26T07:00,56.1170,19.3167,124,,30.27,6.86,7.62,,0.16,,,,,,,,8.07,,
77SK,118,B,1958-07-26T07:00,56.1170,19.3167,124,,40.37,4.30,7.64,,,,,,,,,,7.93,,
77SK,118,B,1958-07-26T07:00,56.1170,19.3167,124,,50.46,3.63,7.69,8.52,0.16,,,,,,,,7.91,,
77SK,118,B,1958-07-26T07:00,56.1170,19.3167,124,,60.55,2.72,7.71,,0.16,,,,,,,,7.90,,
77SK,118,B,1958-07-26T07:00,56.1170,19.3167,124,,70.65,2.38,8.17,,0.25,,,,,,,,7.55,,
77SK,118,B,1958-07-26T07:00,56.1170,19.3167,124,,80.74,3.84,9.52,,0.67,,,,,,,,7.18,,
77SK,118,B,1958-07-26T07:00,56.1170,19.3167,124,,90.84,4.25,10.34,,1.16,,,,,,,,7.10,,
77SK,118,B,1958-07-26T07:00,56.1170,19.3167,124,,100.93,4.53,10.64,,0.99,,,,,,,,7.07,,
77SK,118,B,1958-07-26T07:00,56.1170,19.3167,124,,121.12,4.93,11.49,0.33,2.00,,,,,,,,7.06,,
77SK,119,B,1958-07-26T10:00,56.1170,19.3167,124,,60.55,2.28,7.78,,0.19,,,,,,,,7.52,,
77SK,119,B,1958-07-26T10:00,56.1170,19.3167,124,,65.60,2.02,7.91,,0.22,,,,,,,,7.25,,
77SK,119,B,1958-07-26T10:00,56.1170,19.3167,124,,70.65,2.88,8.69,,0.34,,,,,,,,7.11,,
77SK,119,B,1958-07-26T10:00,56.1170,19.3167,124,,75.69,3.83,9.44,,0.75,,,,,,,,6.82,,
77SK,119,B,1958-07-26T10:00,56.1170,19.3167,124,,80.74,4.13,9.91,,0.86,,,,,,,,6.84,,
77SK,120,B,1958-07-26T13:00,56.1170,19.3167,124,,0.00,13.49,7.46,,0.09,,,,,,,,8.00,,
77SK,120,B,1958-07-26T13:00,56.1170,19.3167,124,,10.09,13.05,7.43,,,,,,,,,,8.06,,
77SK,120,B,1958-07-26T13:00,56.1170,19.3167,124,,20.18,12.76,7.43,,0.12,,,,,,,,8.15,,
77SK,120,B,1958-07-26T13:00,56.1170,19.3167,124,,30.27,7.68,7.57,,0.12,,,,,,,,7.88,,
77SK,120,B,1958-07-26T13:00,56.1170,19.3167,124,,40.37,3.79,7.64,,,,,,,,,,7.74,,
77SK,120,B,1958-07-26T13:00,56.1170,19.3167,124,,50.46,3.25,7.72,,0.17,,,,,,,,7.80,,
77SK,120,B,1958-07-26T13:00,56.1170,19.3167,124,,60.55,1.95,7.81,,0.22,,,,,,,,7.66,,
77SK,120,B,1958-07-26T13:00,56.1170,19.3167,124,,70.65,2.88,8.67,,0.35,,,,,,,,7.32,,
77SK,120,B,1958-07-26T13:00,56.1170,19.3167,124,,80.74,4.04,9.89,,0.71,,,,,,,,7.08,,
77SK,120,B,1958-07-26T13:00,56.1170,19.3167,124,,90.84,4.44,10.51,,0.89,,,,,,,,7.01,,
